incident_name,incident_is_final,incident_date_last_update,Month,Year,incident_counties,incident_county,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired,State
Creek Fire,TRUE,2018-08-06T10:52:00Z,12,2017,Los Angeles,Los Angeles,15619,100,,"Angeles National Forest, CAL FIRE, Los Angeles School Police, Los Angeles, County Sheriff, Los Angeles Police Department, Cal OES, Glendale Fire Department, California Department of Corrections, City of Los Angeles, Burbank Fire, California Conversation Corps, California Highway Patrol, Los Angeles Department of Transportation, Cal Trans, Los Angeles County Public Health, Los Angeles County Public Works, Southern California Edison, Southern California Gas, Los Angeles City Park Rangers, Los Angeles Department of Water, Power, and Security, Mountains Recreation Conservation Authority, Los Angeles County Animal Control, Los Angeles City Animal Services, Metro Bus, Red Cross, CARE, Los Angeles Department on Disability.",-118.35863,34.31283,,a245b55b-3eb7-49dd-9a5e-909d53854055,https://www.fire.ca.gov/incidents/2017/12/5/creek-fire/,2018-08-06T10:52:00Z,06/08/18,05/12/17,N,FALSE,FALSE,CA
Thomas Fire,TRUE,2020-04-27T13:46:23Z,12,2017,"Santa Barbara, Ventura",Santa Barbara,281893,100,,"US Forest Service - Los Padres National Forest , CAL FIRE, Ventura County Fire, Ventura County Sheriff, Santa Barbara County Fire, Santa Barbara County Sheriff, City of Ventura Fire Department, City of Ventura Police Department, USFS/Los Padres National Forest, CAL OES, Red Cross, Southern California Edison, CHP, California Dept. of Corrections and Rehabilitation, SoCaGas, Crimson Pipeline, Wildfire Defense Systems, CA Resources Group, Santa Paula Police, Santa Paula Fire, Ventura County OES, Santa Barbara OEM",-119.09124,34.41521,Wildfire,d28bc34e-73a8-454d-9e55-dea7bdd40bee,https://www.fire.ca.gov/incidents/2017/12/4/thomas-fire/,2018-01-12T11:24:00Z,12/01/18,04/12/17,N,TRUE,FALSE,CA
Riverdale Fire,TRUE,2018-01-09T13:47:00Z,12,2017,Riverside,Riverside,40,100,,CAL FIRE/Riverside County Fire and Riverside City Fire Department ,-117.4764,33.96514,,c425ed8d-1aab-44c8-bc03-39675ad2b0d2,https://www.fire.ca.gov/incidents/2017/12/4/riverdale-fire/,2018-01-09T13:47:00Z,09/01/18,04/12/17,N,TRUE,FALSE,CA
Roser Fire,TRUE,2018-01-09T13:46:00Z,11,2017,Tehama,Tehama,43,100,,CAL FIRE Tehama-Glenn Unit ,-122.28165,39.81517,,eadd73be-51ab-4078-91cc-04784be3f17f,https://www.fire.ca.gov/incidents/2017/11/2/roser-fire/,2018-01-09T13:46:00Z,09/01/18,02/11/17,N,TRUE,FALSE,CA
Chris Fire,TRUE,2018-01-09T13:46:00Z,11,2017,Mono,Mono,370,100,,Humboldt - Toiyabe National Forest,-119.48284,38.46111,,23353f29-33d4-4a7b-b78e-66bc761a55c8,https://www.fire.ca.gov/incidents/2017/11/13/chris-fire/,2018-01-09T13:46:00Z,09/01/18,13/11/17,N,FALSE,FALSE,CA
Loma Fire,TRUE,2018-01-09T13:38:00Z,10,2017,San Diego,San Diego,81,100,,Camp Pendleton - Cleveland National Forest,-117.46709,33.38613,,d12bbce8-5acb-43ef-a259-4fbaf90d32ff,https://www.fire.ca.gov/incidents/2017/10/13/loma-fire/,2018-01-09T13:38:00Z,09/01/18,13/10/17,N,FALSE,FALSE,CA
Palm Fire,TRUE,2018-01-09T13:46:00Z,11,2017,Riverside,Riverside,40,100,,CAL FIRE / Riverside County Fire,-116.50151,33.90327,,60d9b4f4-7b48-4820-9adc-5be0b4353a5c,https://www.fire.ca.gov/incidents/2017/11/14/palm-fire/,2018-01-09T13:46:00Z,09/01/18,14/11/17,N,TRUE,FALSE,CA
Vista Fire,TRUE,2018-01-09T13:45:00Z,10,2017,Ventura,Ventura,86,100,,Ventura County Fire,-119.30918,34.34949,,fc8f89b5-988a-4a23-b9e3-333cc690363e,https://www.fire.ca.gov/incidents/2017/10/24/vista-fire/,2018-01-09T13:45:00Z,09/01/18,24/10/17,N,TRUE,FALSE,CA
Soda Fire,TRUE,2018-01-09T13:42:00Z,10,2017,San Luis Obispo,San Luis Obispo,21,100,,CAL FIRE San Luis Obispo Unit,-120.00353,35.41112,,494792db-3107-4323-b176-fde4c58cd647,https://www.fire.ca.gov/incidents/2017/10/20/soda-fire/,2018-01-09T13:42:00Z,09/01/18,20/10/17,N,TRUE,FALSE,CA
Bitterwater Fire,TRUE,2018-01-09T13:46:00Z,11,2017,San Benito,San Benito,47,100,,CAL FIRE San Benito-Monterey Unit,-121.00391,36.38109,,c265dfe8-6217-4a0d-9ea9-37be3b38baef,https://www.fire.ca.gov/incidents/2017/11/25/bitterwater-fire/,2018-01-09T13:46:00Z,09/01/18,25/11/17,N,TRUE,FALSE,CA
Church Fire,TRUE,2018-01-09T13:41:00Z,10,2017,San Diego,San Diego,100,100,,CAL FIRE San Diego Unit,-116.37345,32.64962,,773795d8-5801-4f7c-a2fe-3f8d0ae18f51,https://www.fire.ca.gov/incidents/2017/10/21/church-fire/,2018-01-09T13:41:00Z,09/01/18,21/10/17,N,TRUE,FALSE,CA
Oak Fire,TRUE,2018-01-09T13:46:00Z,11,2017,San Bernardino,San Bernardino,99,100,,CAL FIRE San Bernardino Unit,-116.940661,34.035344,,666b3951-76ce-4351-abc6-3e0518d44901,https://www.fire.ca.gov/incidents/2017/11/29/oak-fire/,2018-01-09T13:46:00Z,09/01/18,29/11/17,N,TRUE,FALSE,CA
Lilac Fire,TRUE,2018-01-09T13:47:00Z,12,2017,San Diego,San Diego,4100,100,All roads reopened.,CAL FIRE San Diego Unit,-117.163,33.3237,,fc4fcd00-8eee-43e5-b77f-bbd0c1669744,https://www.fire.ca.gov/incidents/2017/12/7/lilac-fire/,2018-01-09T13:47:00Z,09/01/18,07/12/17,N,TRUE,FALSE,CA
Liberty Fire,TRUE,2018-01-09T13:47:00Z,12,2017,Riverside,Riverside,300,100,,Murrieta Fire,-117.14979,33.59257,,e1a8e4f1-ba7c-431a-a8c4-069fa3d3d36c,https://www.fire.ca.gov/incidents/2017/12/7/liberty-fire/,2018-01-09T13:47:00Z,09/01/18,07/12/17,N,FALSE,FALSE,CA
Longhorn Fire,TRUE,2018-01-09T13:49:00Z,12,2017,Riverside,Riverside,19,100,,CAL FIRE/Riverside County Fire Department,-116.91023,33.88994,,d3f8db86-9947-4a4e-9113-0d7e4806417f,https://www.fire.ca.gov/incidents/2017/12/13/longhorn-fire/,2018-01-09T13:49:00Z,09/01/18,13/12/17,N,TRUE,FALSE,CA
Skirball Fire,TRUE,2018-01-23T08:11:00Z,12,2017,Los Angeles,Los Angeles,422,100,,Los Angeles City Fire,-118.48178,34.09454,,2aad53ef-d6c3-43dc-92e6-b2f9881ff161,https://www.fire.ca.gov/incidents/2017/12/6/skirball-fire/,2018-01-23T08:11:00Z,23/01/18,06/12/17,N,FALSE,FALSE,CA
Drum Fire,TRUE,2019-07-09T13:53:15Z,12,2017,Santa Barbara,Santa Barbara,14,100,,Santa Barbara County Fire,-120.27077,34.71796,Wildfire,64779f92-8353-4187-ae56-2b83eb66d7ca,https://www.fire.ca.gov/incidents/2017/12/16/drum-fire/,2018-01-09T13:49:00Z,09/01/18,16/12/17,N,TRUE,FALSE,CA
Coast Fire,TRUE,2019-07-09T13:54:48Z,12,2017,Santa Barbara,Santa Barbara,14,100,,Santa Barbara County Fire,-120.414875,34.605358,Wildfire,2fa6f5ce-1c5b-4147-9f1f-9beb01c499af,https://www.fire.ca.gov/incidents/2017/12/14/coast-fire/,2018-01-09T13:49:00Z,09/01/18,14/12/17,N,TRUE,FALSE,CA
Riverbottom Fire,TRUE,2019-07-09T13:52:05Z,12,2017,Riverside,Riverside,45,100,,City of Riverside Fire Department,-117.38417,33.9885,Wildfire,e32c7957-8f4f-4ec1-a0f6-98085a2a7e89,https://www.fire.ca.gov/incidents/2017/12/21/riverbottom-fire/,2018-01-09T13:49:00Z,09/01/18,21/12/17,N,FALSE,FALSE,CA
Holiday Fire,TRUE,2019-07-09T13:54:06Z,12,2017,El Dorado,El Dorado,80,100,,Bureau of Indian Affairs,-119.61865,38.869036,Wildfire,d20645f2-81b9-450f-abc1-433b81bd7fea,https://www.fire.ca.gov/incidents/2017/12/28/holiday-fire/,2018-01-09T13:49:00Z,09/01/18,28/12/17,N,FALSE,FALSE,CA
Haycamp Fire,TRUE,2019-01-03T09:43:00Z,2,2018,Monterey,Monterey,50,100,,Fort Hunter Liggett Military Base,-121.28185,35.96689,,9d0be6f9-d61b-467d-be68-c8a48c0cf930,https://www.fire.ca.gov/incidents/2018/2/7/haycamp-fire/,2019-01-03T09:43:00Z,03/01/19,07/02/18,N,FALSE,FALSE,CA
Pleasant Fire,TRUE,2019-01-03T09:43:00Z,2,2018,Inyo,Inyo,2070,100,,"Unified Command: CAL FIRE San Bernardino Unit and Inyo County Sheriff's Office, CAL FIRE, Inyo County Sheriff's Office, BLM, Inyo USFS, CAL OES, CHP, CDCR, CAL TRANS, Mono County Sheriff, Paradise Fire Dept., DWP, Mammoth Fire, Bishop Fire, Big Pine Fire, Independence Fire, Lone Pine Fire, Long Valley Fire, Wheeler Crest Fire, Red Cross and Southern California Edison.",-118.50235,37.40208,,3d866877-330a-4a14-b5bd-48675955af64,https://www.fire.ca.gov/incidents/2018/2/18/pleasant-fire/,2019-01-03T09:43:00Z,03/01/19,18/02/18,N,TRUE,FALSE,CA
Grant Fire,TRUE,2019-01-04T10:25:00Z,5,2018,Alameda,Alameda,12,100,,CAL FIRE Santa Clara Unit,-121.6039,37.73835,,f78b2acd-fff2-413a-93d6-8479e138120b,https://www.fire.ca.gov/incidents/2018/5/14/grant-fire/,2019-01-04T10:25:00Z,04/01/19,14/05/18,N,TRUE,FALSE,CA
Patterson Fire,TRUE,2019-01-04T10:24:00Z,5,2018,Riverside,Riverside,1261,100,,CAL FIRE / Riverside County Fire,-117.05992,33.62924,,693a86e6-8985-4e70-8ba8-869786ff538b,https://www.fire.ca.gov/incidents/2018/5/17/patterson-fire/,2019-01-04T10:24:00Z,04/01/19,17/05/18,N,TRUE,FALSE,CA
Tyler Fire,TRUE,2019-01-03T09:46:00Z,4,2018,Riverside,Riverside,15,100,,CAL FIRE/Riverside County Fire Department,-116.164058,33.711263,,8b34406c-93b7-4a40-a832-2fc525876e59,https://www.fire.ca.gov/incidents/2018/4/15/tyler-fire/,2019-01-03T09:46:00Z,03/01/19,15/04/18,N,TRUE,FALSE,CA
Santa Cruz Fire,TRUE,2019-01-03T09:44:00Z,3,2018,Santa Barbara,Santa Barbara,258,100,,Channel Islands National Park,-119.76576,34.0232,,f87005f7-c31b-4135-989a-ee5611626b3c,https://www.fire.ca.gov/incidents/2018/3/27/santa-cruz-fire/,2019-01-03T09:44:00Z,03/01/19,27/03/18,N,FALSE,FALSE,CA
Rock Fire,TRUE,2019-01-03T09:45:00Z,3,2018,Shasta,Shasta,11,100,,CAL FIRE Shasta Trinity Unit,-121.77419,40.4635,,958c8ac0-6111-4d29-b5ac-8ca0e7a2f484,https://www.fire.ca.gov/incidents/2018/3/27/rock-fire/,2019-01-03T09:45:00Z,03/01/19,27/03/18,N,TRUE,FALSE,CA
Meadow Fire,TRUE,2019-01-03T09:46:00Z,4,2018,Riverside,Riverside,21,100,,CAL FIRE / Riverside County Fire,-117.48144,33.86439,,9a49cf24-0e41-4817-b0d0-966e7b5c7e77,https://www.fire.ca.gov/incidents/2018/4/9/meadow-fire/,2019-01-03T09:46:00Z,03/01/19,09/04/18,N,TRUE,FALSE,CA
Volcan Fire,TRUE,2019-01-04T10:25:00Z,5,2018,San Diego,San Diego,12,100,,CAL FIRE San Diego Unit,-116.58759,33.12213,,81cf4d22-336d-4035-b2c3-5b5a8cf2fcc2,https://www.fire.ca.gov/incidents/2018/5/10/volcan-fire/,2019-01-04T10:25:00Z,04/01/19,10/05/18,N,TRUE,FALSE,CA
Shastina Fire,TRUE,2019-01-04T10:25:00Z,5,2018,Siskiyou,Siskiyou,127,100,,CAL FIRE Siskiyou Unit,-122.48556,41.65935,,e84f2881-743c-4e36-863d-ddb37c2540d3,https://www.fire.ca.gov/incidents/2018/5/9/shastina-fire/,2019-01-04T10:25:00Z,04/01/19,09/05/18,N,TRUE,FALSE,CA
Lago Fire,TRUE,2019-01-03T13:10:00Z,4,2018,Riverside,Riverside,18,100,,CAL FIRE/Riverside County Fire Department,-117.16232,33.88744,,fb8c9354-384c-45ab-b209-4a0f6d234516,https://www.fire.ca.gov/incidents/2018/4/22/lago-fire/,2019-01-03T13:10:00Z,03/01/19,22/04/18,N,TRUE,FALSE,CA
French Fire,TRUE,2019-01-04T10:27:00Z,4,2018,Plumas,Plumas,20,100,,USFS - Plumas National Forest,-120.18499,39.89075,,508b3f52-3a8e-4572-99a9-73c28bbdfbef,https://www.fire.ca.gov/incidents/2018/4/26/french-fire/,2019-01-04T10:27:00Z,04/01/19,26/04/18,N,FALSE,FALSE,CA
Happy Fire,TRUE,2019-01-04T10:25:00Z,5,2018,Santa Barbara,Santa Barbara,60,100,,Santa Barbara County Fire,-120.18236,34.74245,,1a08a7d9-47b2-42ba-94c1-a2e15415b887,https://www.fire.ca.gov/incidents/2018/5/17/happy-fire/,2019-01-04T10:25:00Z,04/01/19,17/05/18,N,TRUE,FALSE,CA
Jacques Fire,TRUE,2019-01-04T10:26:00Z,5,2018,San Diego,San Diego,18,100,,Unified Command: CAL FIRE and Camp Pendleton Fire,-117.27467,33.40178,,f96cf1fb-78d6-4763-a754-23aac25a3b96,https://www.fire.ca.gov/incidents/2018/5/9/jacques-fire/,2019-01-04T10:26:00Z,04/01/19,09/05/18,N,FALSE,FALSE,CA
Alpha Fire,TRUE,2019-01-04T10:26:00Z,5,2018,San Diego,San Diego,300,100,,Department of Defense - Camp Pendleton ,-117.502405,33.389425,,32708961-025a-4bf7-88c1-8cd91bbc3cce,https://www.fire.ca.gov/incidents/2018/5/4/alpha-fire/,2019-01-04T10:26:00Z,04/01/19,04/05/18,N,FALSE,FALSE,CA
Nees Fire,TRUE,2019-01-04T10:26:00Z,5,2018,Merced,Merced,1756,100,,CAL FIRE Madera-Mariposa-Merced Unit ,-120.77206,36.85156,,92c441f3-4729-4ba5-890f-fb7693725275,https://www.fire.ca.gov/incidents/2018/5/2/nees-fire/,2019-01-04T10:26:00Z,04/01/19,02/05/18,N,TRUE,FALSE,CA
Tornado Fire,TRUE,2019-01-04T10:26:00Z,5,2018,Riverside,Riverside,70,100,,CAL FIRE/ Riverside County Fire,-117.148204,33.504964,,57ef80d4-4674-4a3a-9fd6-3f1d792a1953,https://www.fire.ca.gov/incidents/2018/5/4/tornado-fire/,2019-01-04T10:26:00Z,04/01/19,04/05/18,N,TRUE,FALSE,CA
Woodchuck Fire,TRUE,2019-01-04T10:26:00Z,5,2018,Riverside,Riverside,15,100,,CAL FIRE/ Riverside County Fire,-117.003829,33.467999,,08a9481d-8742-4256-a419-2a59196e0a8d,https://www.fire.ca.gov/incidents/2018/5/4/woodchuck-fire/,2019-01-04T10:26:00Z,04/01/19,04/05/18,N,TRUE,FALSE,CA
Moffat Fire,TRUE,2019-01-03T13:09:00Z,4,2018,Inyo,Inyo,1265,100,,"Unified Command: CAL FIRE San Bernardino Unit, Cal Trans, and Inyo County Sheriff's Office, United State Forest Service, Beareau of Land Management, California Highway Patrol, CAL TRANS, Inyo Sheriff, Los Angeles Dept. of Water and Power, Lone Pine Vounteer FD",-118.08449,36.71537,,a339b368-ec58-463e-9a26-9af37c938f49,https://www.fire.ca.gov/incidents/2018/4/19/moffat-fire/,2019-01-03T13:09:00Z,03/01/19,19/04/18,N,TRUE,FALSE,CA
Grape Fire,TRUE,2019-01-03T15:23:00Z,4,2018,Humboldt,Humboldt,0,100,,USFS - Shasta-Trinity National Forest,-123.55012,40.70258,,d6753341-5c6f-4530-9c02-25974496ddc8,https://www.fire.ca.gov/incidents/2018/4/24/grape-fire/,2019-01-03T15:23:00Z,03/01/19,24/04/18,N,FALSE,FALSE,CA
Main Fire,TRUE,2019-01-04T10:26:00Z,4,2018,Riverside,Riverside,73,100,,CAL FIRE / Riverside County Fire,-117.32281,33.67815,,8e840df1-b34b-44fd-8ade-0350a0113a81,https://www.fire.ca.gov/incidents/2018/4/28/main-fire/,2019-01-04T10:26:00Z,04/01/19,28/04/18,N,TRUE,FALSE,CA
White Fire,TRUE,2019-01-04T10:24:00Z,5,2018,Tulare,Tulare,26,100,,CAL FIRE Tulare Unit,-118.9821,35.826333,,0d030a31-8531-4172-88f1-08ac34c3d805,https://www.fire.ca.gov/incidents/2018/5/18/white-fire/,2019-01-04T10:24:00Z,04/01/19,18/05/18,N,TRUE,FALSE,CA
Jelly Fire,TRUE,2019-01-04T10:24:00Z,5,2018,Tehama,Tehama,103,100,,CAL FIRE Tehama-Glenn Unit,-122.21032,40.31759,,e1ab6577-7ce9-4b19-bb29-68b5bdd699b6,https://www.fire.ca.gov/incidents/2018/5/18/jelly-fire/,2019-01-04T10:24:00Z,04/01/19,18/05/18,N,TRUE,FALSE,CA
Ager Fire,TRUE,2019-01-04T10:24:00Z,5,2018,Siskiyou,Siskiyou,27,100,,CAL FIRE Siskiyou Unit,-122.513883,41.791859,,454ed7a0-3e17-47a6-9ff1-7a629471df5c,https://www.fire.ca.gov/incidents/2018/5/19/ager-fire/,2019-01-04T10:24:00Z,04/01/19,19/05/18,N,TRUE,FALSE,CA
Plaza Fire,TRUE,2019-01-04T10:24:00Z,5,2018,Merced,Merced,88,100,,CAL FIRE Mariposa-Madera-Merced Unit,-121.01638,37.056944,,d77a050b-9928-49bf-92de-1159edddd07c,https://www.fire.ca.gov/incidents/2018/5/20/plaza-fire/,2019-01-04T10:24:00Z,04/01/19,20/05/18,N,TRUE,FALSE,CA
Bellagio Fire,TRUE,2019-01-04T10:23:00Z,5,2018,Napa,Napa,12,100,,CAL FIRE Sonoma-Lake-Napa Unit,-122.23059,38.16303,,03b0e3c2-7b65-4a7b-b061-d297ebd267f4,https://www.fire.ca.gov/incidents/2018/5/21/bellagio-fire/,2019-01-04T10:23:00Z,04/01/19,21/05/18,N,TRUE,FALSE,CA
Agua Fire,TRUE,2019-01-04T10:23:00Z,5,2018,San Diego,San Diego,59,100,,CAL FIRE San Diego Unit,-117.03134,33.35505,,b9cd9a90-1983-4a0a-aad4-9c286382f158,https://www.fire.ca.gov/incidents/2018/5/22/agua-fire/,2019-01-04T10:23:00Z,04/01/19,22/05/18,N,TRUE,FALSE,CA
Experimental Fire,TRUE,2019-01-04T10:23:00Z,5,2018,Madera,Madera,56,100,,"CAL FIRE Madera-Mariposa-Merced Unit, Sierra National Forest",-119.75307,37.0979,,f163aa10-1dd9-4fd0-9e5b-fda78ef5bcc6,https://www.fire.ca.gov/incidents/2018/5/23/experimental-fire/,2019-01-04T10:23:00Z,04/01/19,23/05/18,N,TRUE,FALSE,CA
Water Fire,TRUE,2019-01-04T10:22:00Z,5,2018,San Luis Obispo,San Luis Obispo,100,100,,CAL FIRE San Luis Obispo Unit,-120.12441,35.56922,,31c47bb9-1913-463e-95e4-86e48fadfda6,https://www.fire.ca.gov/incidents/2018/5/24/water-fire/,2019-01-04T10:22:00Z,04/01/19,24/05/18,N,TRUE,FALSE,CA
Cobble Fire,TRUE,2019-01-04T10:22:00Z,5,2018,Fresno,Fresno,108,100,,CAL FIRE Fresno-Kings Unit,-119.42172,36.75581,,737f9bb2-5a43-4730-94c1-4031bce6d626,https://www.fire.ca.gov/incidents/2018/5/26/cobble-fire/,2019-01-04T10:22:00Z,04/01/19,26/05/18,N,TRUE,FALSE,CA
Keeler Fire,TRUE,2019-01-04T10:22:00Z,5,2018,Santa Clara,Santa Clara,16,100,,CAL FIRE Santa Clara Unit,-121.76828,37.21803,,7f775329-242f-4211-b564-92f90062c227,https://www.fire.ca.gov/incidents/2018/5/27/keeler-fire/,2019-01-04T10:22:00Z,04/01/19,27/05/18,N,TRUE,FALSE,CA
70th Fire,TRUE,2019-01-04T10:21:00Z,5,2018,Riverside,Riverside,10,100,,CAL FIRE / Riverside County Fire,-116.10231,33.53924,,79dee087-3393-473f-aaa9-5d253cc5e1fa,https://www.fire.ca.gov/incidents/2018/5/28/70th-fire/,2019-01-04T10:21:00Z,04/01/19,28/05/18,N,TRUE,FALSE,CA
Chrome Fire,TRUE,2019-01-04T10:21:00Z,5,2018,Glenn,Glenn,75,100,,CAL FIRE Tehama-Glenn Unit,-122.58666,39.65578,,09f22e57-6058-4a87-972a-ece08f4527d4,https://www.fire.ca.gov/incidents/2018/5/28/chrome-fire/,2019-01-04T10:21:00Z,04/01/19,28/05/18,N,TRUE,FALSE,CA
Stuhr Fire,TRUE,2019-01-04T10:21:00Z,5,2018,Stanislaus,Stanislaus,63,100,,CAL FIRE Santa Clara Unit,-121.10903,37.32744,,e596a67e-177f-4db9-a2d6-dda7da1678fb,https://www.fire.ca.gov/incidents/2018/5/29/stuhr-fire/,2019-01-04T10:21:00Z,04/01/19,29/05/18,N,TRUE,FALSE,CA
Vineyard Fire,TRUE,2019-01-04T10:20:00Z,5,2018,San Luis Obispo,San Luis Obispo,25,100,,CAL FIRE San Luis Obispo Unit,-120.64028,35.71859,,4b641aa9-e8b4-492e-a181-f1bad47c4d6d,https://www.fire.ca.gov/incidents/2018/5/29/vineyard-fire/,2019-01-04T10:20:00Z,04/01/19,29/05/18,N,TRUE,FALSE,CA
Grant Fire,TRUE,2019-10-25T09:01:35Z,5,2018,Alameda,Alameda,484,100,,CAL FIRE Santa Clara Unit,-121.57918,37.75375,Wildfire,503cf916-4f56-4be7-8083-730122f686dc,https://www.fire.ca.gov/incidents/2018/5/30/grant-fire/,2019-01-04T10:20:00Z,04/01/19,30/05/18,N,TRUE,FALSE,CA
Madison FIre,TRUE,2019-01-04T10:20:00Z,6,2018,Yolo,Yolo,14,100,,CAL FIRE Sonoma-Lake-Napa Unit ,-122.01762,38.64953,,4235f934-ed24-425d-821c-46363dcb16e8,https://www.fire.ca.gov/incidents/2018/6/1/madison-fire/,2019-01-04T10:20:00Z,04/01/19,01/06/18,N,TRUE,FALSE,CA
Open Fire,TRUE,2019-01-04T10:19:00Z,6,2018,Glenn,Glenn,127,100,,Mendocino National Forest ,-122.65582,39.46543,,3db90629-694f-43d7-b46a-6378f6bc1472,https://www.fire.ca.gov/incidents/2018/6/1/open-fire/,2019-01-04T10:19:00Z,04/01/19,01/06/18,N,FALSE,FALSE,CA
Plymire Fire,TRUE,2019-01-04T10:19:00Z,6,2018,Tehama,Tehama,23,100,,CAL FIRE Tehama-Glenn Unit,-122.29388,40.201826,,b48e83d3-eb05-47df-a198-185912d8190e,https://www.fire.ca.gov/incidents/2018/6/1/plymire-fire/,2019-01-04T10:19:00Z,04/01/19,01/06/18,N,TRUE,FALSE,CA
Glen Fire,TRUE,2019-01-04T10:19:00Z,6,2018,Contra Costa,Contra Costa,23,100,,CAL FIRE Santa Clara Unit,-121.86473,37.99113,,abe0e447-8977-406f-9e13-5514f4e954bc,https://www.fire.ca.gov/incidents/2018/6/2/glen-fire/,2019-01-04T10:19:00Z,04/01/19,02/06/18,N,TRUE,FALSE,CA
Aliso Fire,TRUE,2019-01-04T10:19:00Z,6,2018,Orange,Orange,175,100,,Orange County Fire,-117.72044,33.55132,,105b65f3-7e99-4cd6-8b0a-f78004c041eb,https://www.fire.ca.gov/incidents/2018/6/2/aliso-fire/,2019-01-04T10:19:00Z,04/01/19,02/06/18,N,TRUE,FALSE,CA
Jardin Fire,TRUE,2019-01-04T10:18:00Z,6,2018,Riverside,Riverside,10,100,,CAL FIRE/Riverside County Fire,-117.22215,33.45014,,c88bdcbd-2592-44d2-b44d-1c5a37593ffb,https://www.fire.ca.gov/incidents/2018/6/2/jardin-fire/,2019-01-04T10:18:00Z,04/01/19,02/06/18,N,TRUE,FALSE,CA
Coldwell Fire,TRUE,2019-01-04T10:18:00Z,6,2018,Fresno,Fresno,13,100,,CAL FIRE Fresno-Kings Unit,-120.55324,36.10499,,af8fe898-e4a6-4b9f-86a5-e6fc3226832b,https://www.fire.ca.gov/incidents/2018/6/2/coldwell-fire/,2019-01-04T10:18:00Z,04/01/19,02/06/18,N,TRUE,FALSE,CA
Black Fire,TRUE,2019-01-04T10:18:00Z,6,2018,Tehama,Tehama,10,100,,CAL Fire Tehama Glenn Unit,-122.3307,39.80827,,2d27a570-a8b0-4332-a40a-3afb8f2a575c,https://www.fire.ca.gov/incidents/2018/6/3/black-fire/,2019-01-04T10:18:00Z,04/01/19,03/06/18,N,TRUE,FALSE,CA
Grande Fire,TRUE,2019-01-04T10:18:00Z,6,2018,Riverside,Riverside,11,100,,CAL FIRE/ Riverside County Fire,-117.31468,33.47413,,a0b7fa30-74d0-419f-927b-de29b0d00018,https://www.fire.ca.gov/incidents/2018/6/3/grande-fire/,2019-01-04T10:18:00Z,04/01/19,03/06/18,N,TRUE,FALSE,CA
Ethanac Fire,TRUE,2019-01-04T10:17:00Z,6,2018,Riverside,Riverside,17,100,,CAL FIRE/ Riverside County Fire,-117.28189,33.742,,368fb83d-2660-4d9f-b6ad-0a2ef5de1e52,https://www.fire.ca.gov/incidents/2018/6/3/ethanac-fire/,2019-01-04T10:17:00Z,04/01/19,03/06/18,N,TRUE,FALSE,CA
Fairview Fire,TRUE,2019-01-04T10:17:00Z,6,2018,San Benito,San Benito,35,100,,CAL FIRE San Benito-Monterey Unit,-121.36446,36.83036,,39ace715-e375-4083-a05c-7fb7448e17b9,https://www.fire.ca.gov/incidents/2018/6/3/fairview-fire/,2019-01-04T10:17:00Z,04/01/19,03/06/18,N,TRUE,FALSE,CA
Resort Fire,TRUE,2019-01-04T10:17:00Z,6,2018,San Luis Obispo,San Luis Obispo,12,100,,CAL FIRE San Luis Obispo Unit,-120.91793,35.75737,,0fd4a4af-b243-4e88-b983-648d0c127f47,https://www.fire.ca.gov/incidents/2018/6/3/resort-fire/,2019-01-04T10:17:00Z,04/01/19,03/06/18,N,TRUE,FALSE,CA
Martin Fire,TRUE,2019-01-04T10:17:00Z,6,2018,Siskiyou,Siskiyou,37,100,,CAL FIRE Siskiyou Unit,-122.33769,41.58233,,a9d772ae-90d9-4f8e-9fe7-342b4266dd52,https://www.fire.ca.gov/incidents/2018/6/3/martin-fire/,2019-01-04T10:17:00Z,04/01/19,03/06/18,N,TRUE,FALSE,CA
Adobe Fire,TRUE,2019-01-04T10:16:00Z,6,2018,San Diego,San Diego,38,100,,San Diego City Fire Dept.,-117.06782,32.78031,,8efb9edc-dbe7-4824-9027-22993569f794,https://www.fire.ca.gov/incidents/2018/6/3/adobe-fire/,2019-01-04T10:16:00Z,04/01/19,03/06/18,N,FALSE,FALSE,CA
Green Fire,TRUE,2019-01-04T10:16:00Z,6,2018,San Diego,San Diego,10,100,,San Miguel FPD,-116.92404,32.75072,,60041942-db7c-4c3d-8a94-151addbd9d20,https://www.fire.ca.gov/incidents/2018/6/3/green-fire/,2019-01-04T10:16:00Z,04/01/19,03/06/18,N,FALSE,FALSE,CA
Stone Fire,TRUE,2019-01-04T10:15:00Z,6,2018,Los Angeles,Los Angeles,1352,100,,Unified Command: US Forest Service and Los Angeles County FD,-118.31138,34.5486,,5340807b-1be1-4894-b446-c81c46456641,https://www.fire.ca.gov/incidents/2018/6/4/stone-fire/,2019-01-04T10:15:00Z,04/01/19,04/06/18,N,FALSE,FALSE,CA
